ï»¿"Submission ID","Respondent ID","Submitted at","idEmpresa","idUsuario","isAdmin","plano","dataInscricao","Qual é a sua função na empresa?","Qual o volume de pedidos mensal da sua empresa?","Como a sua empresa realiza vendas atualmente??","Em quantas plataformas de Marketplaces (Ex: Mercado Livre, Shopee, Amazon, Magalu e etc) você realiza suas vendas?","Importância - Minimizar o tempo para identificar oportunidades de mercado com potencial de margem","Satisfação - Minimizar o tempo para identificar oportunidades de mercado com potencial de margem","Importância - Reduzir o risco de entrar em um segmento ou canal inviável para o negócio","Satisfação - Reduzir o risco de entrar em um segmento ou canal inviável para o negócio","Importância - Minimizar a variação nos custos de aquisição de produtos, insumos ou serviços","Satisfação - Minimizar a variação nos custos de aquisição de produtos, insumos ou serviços","Importância - Reduzir o tempo para repor estoque ou a capacidade operacional antes do desabastecimento","Satisfação - Reduzir o tempo para repor estoque ou a capacidade operacional antes do desabastecimento","Importância - Aumentar a precisão da margem calculada por produto/serviço","Satisfação - Aumentar a precisão da margem calculada por produto/serviço","Importância - Minimizar o tempo para deixar um produto ou serviço pronto para ser ofertado","Satisfação - Minimizar o tempo para deixar um produto ou serviço pronto para ser ofertado","Importância - Reduzir a frequência de erros e inconsistências nas informações da oferta","Satisfação - Reduzir a frequência de erros e inconsistências nas informações da oferta","Importância - Aumentar o alcance das ofertas junto ao público com real intenção de compra","Satisfação - Aumentar o alcance das ofertas junto ao público com real intenção de compra","Importância - Reduzir o tempo de indisponibilidade de produtos/serviço aptos a venda","Satisfação - Reduzir o tempo de indisponibilidade de produtos/serviço aptos a venda","Importância - Aumentar o retorno sobre o investimento em ações de atração de interessados","Satisfação - Aumentar o retorno sobre o investimento em ações de atração de interessados","Importância - Reduzir a dependência de um único canal ou fonte de novos interessados","Satisfação - Reduzir a dependência de um único canal ou fonte de novos interessados","Importância - Aumentar o número de negócios fechados ou serviços contratados","Satisfação - Aumentar o número de negócios fechados ou serviços contratados","Importância - Minimizar o tempo entre o primeiro contato e o fechamento do negócio","Satisfação - Minimizar o tempo entre o primeiro contato e o fechamento do negócio","Importância - Reduzir as barreiras que impedem o interessado de concluir a compra ou contratação","Satisfação - Reduzir as barreiras que impedem o interessado de concluir a compra ou contratação","Importância - Aumentar o cumprimento dos prazos acordados com os clientes","Satisfação - Aumentar o cumprimento dos prazos acordados com os clientes","Importância - Reduzir a frequência de erros e falhas na execução da entrega ou distribuição","Satisfação - Reduzir a frequência de erros e falhas na execução da entrega ou distribuição","Importância - Aumentar a previsibilidade do prazo e das condições de entrega para o cliente","Satisfação - Aumentar a previsibilidade do prazo e das condições de entrega para o cliente","Importância - Minimizar o tempo para ter visibilidade clara do saldo e do fluxo de caixa","Satisfação - Minimizar o tempo para ter visibilidade clara do saldo e do fluxo de caixa","Importância - Reduzir a inadimplência e os atrasos nos recebimentos","Satisfação - Reduzir a inadimplência e os atrasos nos recebimentos","Importância - Aumentar a precisão das projeções financeiras para o próximo período","Satisfação - Aumentar a precisão das projeções financeiras para o próximo período","Importância - Minimizar o tempo de resolução de solicitações, dúvidas e reclamações","Satisfação - Minimizar o tempo de resolução de solicitações, dúvidas e reclamações","Importância - Reduzir a frequência de avaliações negativas causadas por falhas no atendimento","Satisfação - Reduzir a frequência de avaliações negativas causadas por falhas no atendimento","Importância - Reduzir o risco de erros no cálculo e emissão de documentos fiscais e obrigações legais","Satisfação - Reduzir o risco de erros no cálculo e emissão de documentos fiscais e obrigações legais","Importância - Minimizar o esforço para manter-se em conformidade diante de mudanças tributárias e regulatórias","Satisfação - Minimizar o esforço para manter-se em conformidade diante de mudanças tributárias e regulatórias","Importância - Minimizar o tempo para identificar o que está funcionando e o que precisa mudar","Satisfação - Minimizar o tempo para identificar o que está funcionando e o que precisa mudar","Importância - Reduzir a dependência de análises manuais para sustentar decisões do negócio","Satisfação - Reduzir a dependência de análises manuais para sustentar decisões do negócio","Importância - Minimizar a exposição financeira a perdas, fraudes e imprevistos operacionais","Satisfação - Minimizar a exposição financeira a perdas, fraudes e imprevistos operacionais","Importância - Reduzir o impacto de crises e falhas na continuidade das vendas e operações","Satisfação - Reduzir o impacto de crises e falhas na continuidade das vendas e operações","Importância - Minimizar o tempo para que novos colaboradores operem com autonomia","Satisfação - Minimizar o tempo para que novos colaboradores operem com autonomia","Importância - Reduzir a dependência das operações em relação ao dono ou a pessoas-chave","Satisfação - Reduzir a dependência das operações em relação ao dono ou a pessoas-chave","Importância - Aumentar a velocidade de expansão para novos canais, mercados ou volumes","Satisfação - Aumentar a velocidade de expansão para novos canais, mercados ou volumes","Importância - Minimizar o crescimento do custo e da complexidade operacional proporcional ao volume","Satisfação - Minimizar o crescimento do custo e da complexidade operacional proporcional ao volume"
"kbyOl6R","gDAld9d","2026-05-22 16:25:12","","","","","","Proprietário(a) / Sócio(a)","Entre 200 e 2.000","Apenas online (e-commerce, redes sociais, marketplaces etc.)","2 plataformas","9","8","7","8","8","7","7","8","7","6","8","7","7","8","8","7","6","8","7","9","8","6","7","8","7","8","8","8","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","5","7","5","8","7","5","7","4","8","5","6","4","7","5","8","6","8","6","7","6"
"VplX4Wl","NpdL0BN","2026-06-08 21:41:45","14879361330","14780287159","[isAdmin]","[plano]","[dataInscricao]","Gerente de Compras / Operações","Entre 200 e 2.000","Apenas online (e-commerce, redes sociais, marketplaces etc.)","2 plataformas","10","9","10","8","10","8","10","9","10","8","10","9","10","9","10","9","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8","10","8"
"xVQEz2y","2E7LLJp","2026-06-08 21:50:00","14879154029","14779711170","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Entre 200 e 2.000","Ambos os canais (online e offline)","3 plataformas ou mais","10","5","9","5","8","5","10","3","9","5","9","3","10","2","10","8","10","2","10","8","10","8","10","7","10","7","10","5","10","10","10","8","10","10","10","8","10","8","10","8","10","8","10","8","10","10","10","10","10","6","10","6","10","10","10","10","8","5","10","6","10","8","10","8"
"o9BY4Bb","5Bp9q7b","2026-06-08 23:30:20","14902265415","14784422941","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Até 200 pedidos","Apenas online (e-commerce, redes sociais, marketplaces etc.)","2 plataformas","5","4","4","4","4","4","4","4","4","4","8","8","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"gbAVRzJ","Gx5DRaZ","2026-06-09 03:54:38","14880714792","14783371855","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Até 200 pedidos","Apenas online (e-commerce, redes sociais, marketplaces etc.)","1 plataforma","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"RW4yp7J","QKkB267","2026-06-09 14:03:21","14065307828","14784202746","[isAdmin]","[plano]","[dataInscricao]","Gerente de Compras / Operações","Entre 200 e 2.000","Ambos os canais (online e offline)","3 plataformas ou mais","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10"
"rDK49pv","44z18Dd","2026-06-09 19:19:28","14880439984","14782643745","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Até 200 pedidos","Apenas online (e-commerce, redes sociais, marketplaces etc.)","3 plataformas ou mais","10","3","8","4","9","1","10","2","10","3","10","1","10","2","10","2","10","2","10","3","10","2","10","2","10","2","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","2","10","2","10","2","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1"
"0VMK6Jj","dWkP1kq","2026-06-09 20:54:20","14902263728","14784325653","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Até 200 pedidos","Ambos os canais (online e offline)","3 plataformas ou mais","10","8","10","10","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8"
"8NkXeao","XxzR9Yj","2026-06-09 21:12:43","14884172272","14783614846","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Entre 200 e 2.000","Apenas online (e-commerce, redes sociais, marketplaces etc.)","3 plataformas ou mais","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1"
"Z9VMYLo","Bz0L5E5","2026-06-09 21:26:07","14880761220","14783486542","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Até 200 pedidos","Apenas online (e-commerce, redes sociais, marketplaces etc.)","2 plataformas","9","6","7","8","10","9","9","8","9","8","9","10","9","7","10","10","9","9","9","7","9","9","10","9","9","8","10","10","10","10","10","10","9","9","9","8","10","10","10","10","8","8","10","9","9","9","10","10","9","8","8","8","9","7","9","9","10","8","9","8","10","10","9","9"
"WJoL6Aa","aQNz08y","2026-06-09 23:03:07","2341553147","2341553150","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Entre 2.000  e 20.000","Ambos os canais (online e offline)","3 plataformas ou mais","10","4","10","3","10","3","10","3","10","3","10","3","10","2","10","2","10","2","10","2","10","2","10","2","10","2","10","5","6","4","10","4","5","5","3","4","1","1","10","3","10","4","10","4","10","5","10","4","10","2","10","2","10","2","10","2","10","2","10","3","10","1","10","4"
"NqVaayb","ODoLpDp","2026-06-09 23:44:51","14880660313","14783227120","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Até 200 pedidos","Apenas online (e-commerce, redes sociais, marketplaces etc.)","1 plataforma","9","9","9","9","10","8","3","7","10","8","10","5","10","8","10","8","10","8","10","9","10","10","10","7","10","8","8","10","10","10","10","8","1","10","10","8","1","10","10","10","10","10","10","10","10","10","10","8","10","8","10","10","10","10","10","10","5","10","10","4","10","5","10","5"
"xVQeaPk","7RMaKqa","2026-06-10 12:27:12","14879152301","14783451440","[isAdmin]","[plano]","[dataInscricao]","Gerente de Compras / Operações","Entre 200 e 2.000","Ambos os canais (online e offline)","2 plataformas","8","7","9","7","8","7","8","6","8","6","10","7","10","7","10","8","10","7","10","8","10","7","9","7","9","8","10","7","9","7","9","6","9","7","9","7","9","7","9","7","10","6","10","5","10","6","10","6","10","7","10","7","10","4","10","4","10","7","10","7","10","7","10","7"
"J10K5Xo","D4MM45b","2026-06-10 19:43:37","14901936807","14784509281","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Até 200 pedidos","Apenas online (e-commerce, redes sociais, marketplaces etc.)","2 plataformas","10","2","10","2","10","5","10","1","10","1","10","5","10","1","10","4","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1","10","1"
"8NeNxPr","Y5kkAdW","2026-06-11 00:16:37","13067371808","13067371810","[isAdmin]","[plano]","[dataInscricao]","Responsável Financeiro","Entre 200 e 2.000","Apenas online (e-commerce, redes sociais, marketplaces etc.)","3 plataformas ou mais","8","5","8","5","9","5","8","5","8","5","8","5","9","1","9","5","8","5","8","5","8","5","8","5","8","5","9","6","9","4","8","3","8","3","8","3","8","3","8","4","8","3","8","1","8","8","8","8","9","4","8","4","9","5","9","5","8","5","9","5","9","5","9","4"
"8Nea62A","LZkoRK1","2026-06-11 12:45:49","14899592189","14784080695","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Até 200 pedidos","Ambos os canais (online e offline)","1 plataforma","10","6","10","6","10","6","10","8","10","5","10","8","10","8","10","8","10","8","10","10","10","10","10","10","10","10","10","8","10","10","10","10","10","10","10","4","10","10","10","4","10","10","10","10","10","10","10","10","10","6","10","8","10","6","10","10","10","8","10","8","10","10","10","8"
"PR09pke","ODkrLX8","2026-06-11 14:11:31","14879498610","14780584451","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Até 200 pedidos","Apenas online (e-commerce, redes sociais, marketplaces etc.)","1 plataforma","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"OQ0X4Xa","EkMAD1N","2026-06-11 14:16:48","14906221976","14784534421","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Até 200 pedidos","Ambos os canais (online e offline)","Nenhuma","7","9","9","9","10","10","10","10","10","10","9","9","9","9","10","10","10","10","10","10","10","10","10","10","10","10","10","10","9","9","10","9","9","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10"
"2jrA48L","xXvg90J","2026-06-11 14:36:11","14902145169","14784407373","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Até 200 pedidos","Ambos os canais (online e offline)","Nenhuma","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10"
"aOG2dWX","NpdgDGW","2026-06-11 16:55:53","14879385535","14780340213","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Até 200 pedidos","Ambos os canais (online e offline)","1 plataforma","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"xVZJ9gk","obvpByV","2026-06-11 17:36:23","850565011","14784415187","[isAdmin]","[plano]","[dataInscricao]","Funcionario/ Atuando na resolução de Problemas Relacionadas a Anuncios","Entre 2.000  e 20.000","Ambos os canais (online e offline)","3 plataformas ou mais","10","5","10","5","10","6","10","5","10","5","10","5","10","5","10","3","10","4","10","5","10","5","10","6","10","7","10","8","10","7","10","7","10","4","10","7","10","7","10","7","10","1","10","6","10","8","10","8","10","5","10","5","10","6","10","5","10","6","10","6","10","8","10","7"
"xVZYjyo","PdkgNeb","2026-06-11 19:42:05","9903415340","9903415341","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Até 200 pedidos","Ambos os canais (online e offline)","3 plataformas ou mais","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"5X2x0GM","Gx5ylEQ","2026-06-11 22:07:07","14906162030","14784536668","[isAdmin]","[plano]","[dataInscricao]","Responsável Financeiro","Até 200 pedidos","Apenas online (e-commerce, redes sociais, marketplaces etc.)","Nenhuma","1","1","1","1","1","1","1","1","1","1","1","1","1","1","7","7","8","9","7","6","6","7","8","7","7","8","7","7","8","8","8","7","8","7","8","8","7","7","7","7","7","8","7","6","7","7","7","7","8","7","6","7","8","7","7","8","7","7","7","7","8","7","7","7"
"WJ005KQ","KYkA1vk","2026-06-12 14:27:37","14880554305","14782926447","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Até 200 pedidos","Apenas online (e-commerce, redes sociais, marketplaces etc.)","2 plataformas","10","7","10","5","10","10","10","5","10","5","10","5","10","5","10","1","10","7","10","5","10","5","10","5","10","1","10","2","10","7","10","7","10","5","10","5","10","5","10","5","10","5","10","7","10","5","10","6","10","5","10","5","10","5","10","5","10","6","10","5","10","5","10","5"
"0VPPYRQ","b5vXvoE","2026-06-12 16:07:04","14880536833","14782878744","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Entre 200 e 2.000","Ambos os canais (online e offline)","3 plataformas ou mais","7","5","10","4","8","6","8","9","9","7","10","9","10","8","10","8","10","6","10","7","10","9","10","7","10","7","10","9","10","9","10","6","10","7","10","7","4","10","10","7","10","10","10","10","10","10","10","10","10","5","10","5","10","5","10","5","10","10","10","10","10","9","10","6"
"Ar8x4De","9zrXbK","2026-06-12 18:38:01","11387169274","11387169276","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Entre 200 e 2.000","Ambos os canais (online e offline)","2 plataformas","9","8","8","7","7","8","10","6","10","3","10","4","8","8","6","7","7","6","7","7","7","8","7","8","8","8","7","8","8","8","8","8","7","7","10","1","5","8","10","3","6","5","8","5","10","3","10","5","7","7","10","3","10","4","9","5","6","9","9","8","10","4","10","3"
"Ar8xeOD","Bz0YGo4","2026-06-12 19:52:01","14880670188","14783252918","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Entre 200 e 2.000","Ambos os canais (online e offline)","3 plataformas ou mais","10","8","3","8","9","9","10","8","10","8","9","7","9","9","10","8","10","8","8","8","10","8","9","8","9","7","9","7","9","9","10","7","7","7","10","8","10","10","9","7","10","8","10","8","7","9","8","8","7","7","8","6","9","7","10","7","8","5","9","5","10","6","8","7"
"7XZ1jp6","44zbrNB","2026-06-14 01:24:17","14028816242","14028816243","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Entre 200 e 2.000","Ambos os canais (online e offline)","3 plataformas ou mais","10","5","10","5","10","5","10","5","10","2","10","5","10","5","10","5","10","5","10","5","10","4","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5"
"BEB2EBR","LZkrP4l","2026-06-14 11:18:27","14904512091","14784412213","[isAdmin]","[plano]","[dataInscricao]","Proprietário(a) / Sócio(a)","Até 200 pedidos","Ambos os canais (online e offline)","Nenhuma","10","5","10","6","10","6","8","8","10","5","10","6","10","1","10","5","10","5","10","5","8","5","10","5","10","5","10","5","10","7","10","5","10","5","10","2","10","7","10","2","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5","10","5","5","5","10","5","10","5"
